Title,Publication Date,URL,Summary,Author,Section,Tags,Cleaned_Summary
Call With Harris Struggles to Reassure Major Democratic Donors,2024-07-19T17:37:43+0000,https://www.nytimes.com/2024/07/19/us/politics/kamala-harris-donors.html,"On a call, Vice President Kamala Harris told about 300 donors that there was little to worry about. Several listeners said they found the call to have little value.",By Theodore Schleifer and Lisa Lerer,U.S.,"United States Politics and Government, Presidential Election of 2024, Democratic Party, Harris, Kamala D, Hoffman, Reid Garrett, Biden, Joseph R Jr",call vice president kamala harris told donors little worry several listeners said found call little value
Jeffrey Katzenberg: Biden Did What Was Best for the Country,2024-07-24T19:03:31+0000,https://www.nytimes.com/2024/07/24/opinion/katzenberg-biden-kamala-harris.html,On Sunday the president selflessly let go of the reins but not before ensuring we were in good hands.,By Jeffrey Katzenberg,Opinion,"Presidential Election of 2024, Presidents and Presidency (US), Biden, Joseph R Jr, Harris, Kamala D, United States Politics and Government",sunday president selflessly let go reins ensuring good hands
"Biden Says It Is Time to Step Aside for a Fresh, Younger Voice",2024-07-25T00:49:19+0000,https://www.nytimes.com/2024/07/24/us/politics/biden-address.html,"In an Oval Office address, President Biden praised Vice President Kamala Harris and said “it’s been the privilege of my life to serve this nation for over 50 years.”",By Katie Rogers,U.S.,"Biden, Joseph R Jr, Presidential Election of 2024, Presidents and Presidency (US), Speeches and Statements, United States Politics and Government, Harris, Kamala D, Democratic Party, Polls and Public Opinion",oval office address president biden praised vice president kamala harris said privilege life serve nation years
What Is the KHive?,2024-07-23T15:35:29+0000,https://www.nytimes.com/2024/07/23/style/khive-kamala-harris-supporters.html,"Coconut emojis, Charli XCX mash-ups and a bunch of grainy lime green video clips. What to know about the latest iteration of the Kamala Harris fandom.",By Madison Malone Kircher,Style,"Presidential Election of 2024, Harris, Kamala D, Social Media, United States Politics and Government, Fans (Persons), Emojis and Emoticons, Charli XCX",coconut emojis charli xcx bunch grainy lime green video clips know latest iteration kamala harris fandom
"Democrats Deserved a Contest, Not a Coronation",2024-07-23T23:00:08+0000,https://www.nytimes.com/2024/07/23/opinion/kamala-harris-democrats.html,The party will pay the price for anointing Kamala Harris.,By Bret Stephens,Opinion,"Presidential Election of 2024, Democratic Party, Biden, Joseph R Jr, Harris, Kamala D, Polls and Public Opinion",party pay price anointing kamala harris
"Black Democrats, Resisting Calls for Biden to Exit, Insist Harris is Only Alternative",2024-07-19T16:49:06+0000,https://www.nytimes.com/2024/07/19/us/politics/biden-kamala-harris-black-democrats.html,Some Black Democrats are speaking out against what they see as a disregard for their voice as the party frets over Mr. Biden’s candidacy.,By Robert Jimison,U.S.,"Harris, Kamala D, Biden, Joseph R Jr, Democratic Party, Presidential Election of 2024, Black People, Blacks",black democrats speaking see disregard voice party frets biden candidacy
Trump Demands Equal Airtime in Light of Biden’s Planned Address,2024-07-24T02:45:09+0000,https://www.nytimes.com/2024/07/23/us/trump-equal-airtime-biden-speech.html,President Biden is set to address the nation on Wednesday night from the Oval Office to discuss the end of his re-election bid.,By Michael Gold and Jim Rutenberg,U.S.,"Biden, Joseph R Jr, Trump, Donald J, United States Politics and Government, Presidential Election of 2024, Harris, Kamala D, Television, Speeches and Statements",president biden set address nation wednesday night oval office discuss end bid
Strong Women Are Driving Donald Trump Crazy,2024-07-25T16:00:03+0000,https://www.nytimes.com/2024/07/25/opinion/kamala-harris-trump-pelosi.html,"Against the former misogynist in chief, Kamala Harris’s gender is an asset.",By Frank Bruni,Opinion,"Harris, Kamala D, Pelosi, Nancy, Trump, Donald J, Presidential Election of 2024, Biden, Jill Tracy Jacobs, Biden, Joseph R Jr, Women and Girls, Women's Rights, Abortion",former misogynist chief kamala harris gender asset
Women Voters: Is the Country Ready for a Female President? Tell Us.,2024-07-22T16:27:09+0000,https://www.nytimes.com/2024/07/22/us/women-voters-female-president-feedback.html,Let us know how you feel about a woman running for president in 2024.,By The New York Times,U.S.,"internal-reader-callout, Presidential Election of 2024, Women and Girls, Harris, Kamala D",let us know feel woman running president
‘Veep’ Is Re-elected,2024-07-23T13:00:06+0000,https://www.nytimes.com/2024/07/23/arts/television/veep-kamala-harris.html,"After news broke that President Biden would endorse Vice President Kamala Harris as the Democratic nominee, the internet was rife with clips and memes from the show.",By Alexis Soloski,Arts,"Television, Veep (TV Program), Harris, Kamala D, Presidential Election of 2024, HBO Max, Biden, Joseph R Jr, Democratic Party",news broke president biden would endorse vice president kamala harris democratic nominee internet rife clips memes show
"Biden Dropped Out 3 Days Ago. Ready or Not, Here Come the Polls.",2024-07-24T22:03:22+0000,https://www.nytimes.com/2024/07/24/us/elections/harris-trump-polling.html,Some pollsters were already in the field when news of his withdrawal broke; others scrambled to conduct quick surveys.,By Camille Baker and Christine Zhang,U.S.,"Polls and Public Opinion, Presidential Election of 2024, Quinnipiac University, Marist Institute for Public Opinion, Public Opinion Strategies, Biden, Joseph R Jr, Harris, Kamala D, Trump, Donald J",pollsters already field news withdrawal broke others scrambled conduct quick surveys
Democrats Will Select Nominee by Aug. 7 in an Online Vote,2024-07-22T23:30:14+0000,https://www.nytimes.com/2024/07/22/us/politics/democrats-pick-nominee-aug-7.html,"The party, which has rapidly consolidated behind Vice President Kamala Harris to replace President Biden, did not set an exact date for the vote.",By Reid J. Epstein,U.S.,"Presidential Election of 2024, Democratic Party, Harris, Kamala D, United States Politics and Government, Democratic National Committee",party rapidly consolidated behind vice president kamala harris replace president biden set exact date vote
"2025 Could Be a Great Time to Be President, Economically Speaking",2024-07-25T12:51:22+0000,https://www.nytimes.com/2024/07/25/business/economy/2025-economy-president.html,Trends already underway make for a sunny outlook over the next few years. The question is who will get to take credit.,By Jeanna Smialek,Business Day,"American Jobs Plan (2021), United States Economy, Infrastructure (Public Works), Presidential Election of 2024, American Rescue Plan (2021), Infrastructure Investment and Jobs Act (2021), Biden, Joseph R Jr, Trump, Donald J, Harris, Kamala D",trends already underway make sunny outlook next years question get take credit
See How Biden Lost Support in the Polls Before He Dropped Out,2024-07-23T22:43:46+0000,https://www.nytimes.com/interactive/2024/07/23/us/politics/polls-biden-trump-debate-shift.html,"President Biden’s polling deficits grew in every single swing state between the debate and Sunday, when he exited the race.",By Albert Sun,U.S.,"Biden, Joseph R Jr, Trump, Donald J, Polls and Public Opinion, Presidential Election of 2024, Harris, Kamala D",president biden polling deficits grew every single swing state debate sunday exited race
"Biden Drops Out of Race, Scrambling the Campaign for the White House",2024-07-21T17:56:07+0000,https://www.nytimes.com/2024/07/21/us/politics/biden-drops-out.html,The president’s withdrawal under pressure from fellow Democrats cleared the way for a new nominee to take on former President Donald J. Trump in the fall. He quickly endorsed Vice President Kamala Harris.,By Peter Baker,U.S.,"Presidential Election of 2024, United States Politics and Government, Presidents and Presidency (US), Biden, Joseph R Jr, Harris, Kamala D, Democratic Party, Trump, Donald J",president withdrawal pressure fellow democrats cleared way new nominee take former president donald trump fall quickly endorsed vice president kamala harris
The Republican Party’s Elite Conundrum,2024-07-25T09:02:50+0000,https://www.nytimes.com/2024/07/25/opinion/vance-trump-republicans-elite.html,The G.O.P. has turned its own ignorance into a point of pride.,By Pamela Paul,Opinion,"Colleges and Universities, United States Politics and Government, Presidential Election of 2024, Primaries and Caucuses, Republican National Convention, Polls and Public Opinion, Republican Party, Cotton, Tom, Cruz, Ted, DeSantis, Ron, Vance, J D, Vance, Usha, Trump, Donald J, Harris, Kamala D, United States, Hillbilly Elegy: A Memoir of a Family and Culture in Crisis (Book), The Courage to Be Free: Florida's Blueprint for America's Revival (Book)",turned ignorance point pride
Joe Biden Dropped Out. What’s Next?,2024-07-22T03:55:18+0000,https://www.nytimes.com/video/us/politics/100000009584698/joe-biden-dropped-out-whats-next.html,"President Biden on Sunday abruptly abandoned his campaign for a second term under intense pressure from fellow Democrats and threw his support to Vice President Kamala Harris to lead their party in a dramatic last-minute bid to stop former President Donald J. Trump from returning to the White House. Peter Baker, the chief White House correspondent for The New York Times, explains what happened as Mr. Biden decided to withdraw, and what could happen next.","By Peter Baker, Claire Hogan, Rebecca Suner, Alexandra Ostasiewicz and James Surdam",U.S.,"United States Politics and Government, Presidential Election of 2024, Appointments and Executive Changes, Democratic Party, Biden, Joseph R Jr, Harris, Kamala D, Trump, Donald J",president biden sunday abruptly abandoned campaign second term intense pressure fellow democrats threw support vice president kamala harris lead party dramatic bid stop former president donald trump returning white house peter baker chief white house correspondent new york times explains happened biden decided withdraw could happen next
Trump Announces He Will Meet with Netanyahu on Friday at Mar-a-Lago,2024-07-23T20:00:27+0000,https://www.nytimes.com/2024/07/23/us/politics/trump-netanyahu-mar-a-lago-meeting.html,"The pair, who were close allies, will meet after the Israeli prime minister gives a speech to Congress and meets with President Biden at the White House.",By Michael Gold,U.S.,"Presidential Election of 2024, Israel-Gaza War (2023- ), United States International Relations, United States Politics and Government, Palestinians, Mar-a-Lago (Palm Beach, Fla), Trump, Donald J, Netanyahu, Benjamin, Biden, Joseph R Jr, Harris, Kamala D, Palm Beach (Fla)",pair close allies meet israeli prime minister gives speech congress meets president biden white house
"For Biden and Harris, a Delicate and Sometimes Awkward Dance",2024-07-18T19:54:46+0000,https://www.nytimes.com/2024/07/18/us/politics/biden-kamala-harris.html,"Even as she has remained diligently loyal to President Biden, Vice President Kamala Harris has sought to avoid having her own political strengths denigrated.","By Michael S. Schmidt, Katie Rogers and Zolan Kanno-Youngs",U.S.,"United States Politics and Government, Presidential Election of 2024, Vice Presidents and Vice Presidency (US), Hatch Act (1939), Biden, Joseph R Jr, Harris, Kamala D, Zients, Jeffrey D",even remained diligently loyal president biden vice president kamala harris sought avoid political strengths denigrated
"Many Black and Hispanic Democrats Hold Firm for Biden, Eyeing Harris’s Future",2024-07-19T21:11:54+0000,https://www.nytimes.com/2024/07/19/us/politics/biden-kamala-harris-black-hispanic-democrats.html,The lawmakers and donors who have been the most outspoken about keeping President Biden in the race are driven by a concern that ditching him could also mean bypassing his vice president.,"By Zolan Kanno-Youngs, Robert Jimison, Erica L. Green and Erin Schaff",U.S.,"United States Politics and Government, Black People, Blacks, Hispanic-Americans, Race and Ethnicity, Congressional Black Caucus, Congressional Hispanic Caucus, Democratic Party, House of Representatives, National Assn for the Advancement of Colored People, Biden, Joseph R Jr, Clyburn, James E, Harris, Kamala D, Ocasio-Cortez, Alexandria, Pelosi, Nancy, Presidential Election of 2024",lawmakers donors outspoken keeping president biden race driven concern ditching could also mean bypassing vice president
Trump’s New Rival May Bring Out His Harshest Instincts,2024-07-23T09:03:31+0000,https://www.nytimes.com/2024/07/23/us/politics/trump-harris-attack-lines.html,"After years planning to face President Biden, Donald J. Trump and his team will be campaigning against Kamala Harris. He has attacked female rivals and critics in brutal and personal terms.",By Maggie Haberman and Jonathan Swan,U.S.,"Trump, Donald J, Harris, Kamala D, Presidential Election of 2024, Race and Ethnicity, Black People, Blacks, Women and Girls, Discrimination, United States Politics and Government, Polls and Public Opinion",years planning face president biden donald trump team campaigning kamala harris attacked female rivals critics brutal personal terms
Joe Manchin Says He’s ‘Not Going to be a Candidate for President’,2024-07-22T14:38:18+0000,https://www.nytimes.com/2024/07/22/us/politics/joe-manchin-presidential-run.html,Manchin has flirted with running his own presidential bid as an independent.,By Jazmine Ulloa,U.S.,"Presidential Election of 2024, Politics and Government, Vice Presidents and Vice Presidency (US), Democratic Party, CBS Corporation, MSNBC, Senate, Harris, Kamala D, Manchin, Joe III",manchin flirted running presidential bid independent
This Was Never Going to Be Boring,2024-07-22T22:54:18+0000,https://www.nytimes.com/2024/07/22/us/politics/harris-trump-vp-presidential-campaign.html,"“I know it’s been a roller coaster,” Vice President Kamala Harris told her campaign staff on Monday.",By Jess Bidgood,U.S.,"Politics and Government, Elections, Harris, Kamala D, Trump, Donald J, Presidential Election of 2024",know roller coaster vice president kamala harris told campaign staff monday
Biden Is Out of the Race. Trump Is Still Attacking Him.,2024-07-22T15:06:39+0000,https://www.nytimes.com/2024/07/22/us/politics/trump-truth-social-biden-drop-out.html,"In his posts since Mr. Biden’s announcement, Mr. Trump has so far not taken direct aim at Kamala Harris, who is seeking the Democratic nomination.",By Michael Gold,U.S.,"Presidential Election of 2024, Social Media, Trump, Donald J, Biden, Joseph R Jr, Harris, Kamala D",posts since biden announcement trump far taken direct aim kamala harris seeking democratic nomination
Trump Tries to Flip the Script on Democracy After Biden’s Withdrawal,2024-07-23T09:02:17+0000,https://www.nytimes.com/2024/07/23/us/politics/trump-biden-harris-democracy.html,Donald J. Trump and his allies said President Biden’s primary voters were disenfranchised. Democrats noted Mr. Trump had once tried to toss out millions of ballots.,By Nick Corasaniti and Jim Rutenberg,U.S.,"Presidential Election of 2024, United States Politics and Government, Democracy (Theory and Philosophy), Storming of the US Capitol (Jan, 2021), Presidential Election of 2020, Biden, Joseph R Jr, Harris, Kamala D, Trump, Donald J, Democratic Party, Republican Party",donald trump allies said president biden primary voters disenfranchised democrats noted trump tried toss millions ballots
Democratic Voters Express Relief and Optimism at Biden’s Announcement,2024-07-21T20:07:03+0000,https://www.nytimes.com/2024/07/21/us/politics/democrat-voters-react-biden.html,Several ardent Democrats said they were grateful to the president for stepping aside and enthusiastic about Kamala Harris as his replacement in the race.,"By Mitch Smith, Audra D. S. Burch and Heather Knight",U.S.,"Presidential Election of 2024, Voting and Voters, Democratic Party, Biden, Joseph R Jr, Harris, Kamala D",several ardent democrats said grateful president stepping aside enthusiastic kamala harris replacement race
"Biden Is Out, and Democrats Have a Whole New Set of Questions",2024-07-22T00:33:12+0000,https://www.nytimes.com/2024/07/21/us/politics/kamala-harris-campaign-nomination-biden.html,"An earthshaking political moment finally arrived, and the transformation of the campaign starts now.",By Jess Bidgood,U.S.,"Politics and Government, Elections, Presidential Election of 2024, Democratic Party, Harris, Kamala D, Biden, Joseph R Jr, Schumer, Charles E, Pelosi, Nancy, Obama, Barack, Newsom, Gavin, Delaware",earthshaking political moment finally arrived transformation campaign starts
Joe Biden Drops Out,2024-07-22T10:00:12+0000,https://www.nytimes.com/2024/07/22/podcasts/the-daily/biden-drops-out.html,The president’s decision not to seek re-election upended the race and set the stage for a raucous and unpredictable campaign.,"By Michael Barbaro, Peter Baker, Jessica Cheung, Shannon M. Lin, Sydney Harper, Olivia Natt, Carlos Prieto, Lynsea Garrison, Devon Taylor, Dan Powell, Will Reid and Chris Wood",Podcasts,"Presidential Election of 2024, United States Politics and Government, Endorsements, Presidential Election of 2020, Biden, Joseph R Jr, Harris, Kamala D, Trump, Donald J",president decision seek upended race set stage raucous unpredictable campaign
How Media Outlets on the Left and Right Covered Biden’s Withdrawal,2024-07-22T20:02:58+0000,https://www.nytimes.com/2024/07/22/business/media/media-left-right-biden-withdrawal.html,"Progressive publications said President Biden’s decision to withdraw from the 2024 election was heroic. Conservative commentators suggested that if he is unable to campaign, he should step down from the presidency, too.",By Santul Nerkar,Business Day,"Presidential Election of 2024, News and News Media, Fox News Channel, MSNBC, New Republic, Nation, The (Magazine), Biden, Joseph R Jr, Harris, Kamala D, Trump, Donald J",progressive publications said president biden decision withdraw election heroic conservative commentators suggested unable campaign step presidency
Netanyahu to Address a Congress Deeply Divided Over His Leadership,2024-07-24T04:02:36+0000,https://www.nytimes.com/2024/07/24/us/politics/netanyahu-congress-democrats.html,A boycott by some Democrats of the Israeli prime minister’s speech will highlight the deep anger within the party’s base about his conduct of the war against Hamas.,By Annie Karni,U.S.,"United States International Relations, United States Politics and Government, Israel-Gaza War (2023- ), Presidential Election of 2024, War Crimes, Genocide and Crimes Against Humanity, Defense and Military Forces, Speeches and Statements, Democratic Party, House of Representatives, Senate, Republican Party, Harris, Kamala D, Schumer, Charles E, Johnson, Mike (1972- )",boycott democrats israeli prime minister speech highlight deep anger within party base conduct war hamas
"In Wilmington, They Like ‘Delaware Joe.’ But They’re Glad He Quit.",2024-07-23T12:22:25+0000,https://www.nytimes.com/2024/07/23/style/president-biden-wilmington-delaware-supporters-withdrawal.html,"Support is strong for President Biden in his home city. But, as one local put it, “You got to know when to hold ’em, know when to fold ’em.”",By Steven Kurutz,Style,"Presidential Election of 2024, Wilmington (Del), Biden, Joseph R Jr, Harris, Kamala D",support strong president biden home city one local put got know hold em know fold em
Democrats Donate More Than $50 Million Online After Biden’s Exit,2024-07-21T23:29:15+0000,https://www.nytimes.com/2024/07/21/us/politics/bidens-exit-democratic-donations.html,Sunday was the single biggest day for online Democratic donations in years — a significant show of enthusiasm after weeks of sluggish fund-raising.,By Shane Goldmacher,U.S.,"United States Politics and Government, Presidential Election of 2024, Campaign Finance, ActBlue, Democratic Party, Biden, Joseph R Jr, Harris, Kamala D",sunday single biggest day online democratic donations years significant show enthusiasm weeks sluggish
"After Biden Drops Out, Trump Says He Was ‘Never’ Fit to Be President",2024-07-21T20:03:49+0000,https://www.nytimes.com/2024/07/21/us/politics/trump-reaction-biden-drop-out.html,"In his first statement since President Biden dropped out of the race, the former president accused Democrats of covering up concerns about Biden’s age.",By Simon J. Levien,U.S.,"Trump, Donald J, Biden, Joseph R Jr, Harris, Kamala D, Presidential Election of 2024",first statement since president biden dropped race former president accused democrats covering concerns biden age
How Will Democrats Replace Biden at the Top of the Presidential Ticket?,2024-07-21T18:24:36+0000,https://www.nytimes.com/2024/07/21/us/politics/biden-replace-harris.html,"The president cleared the way for a successor. He endorsed Vice President Kamala Harris, but there could still be a contest to determine who the nominee will be.",By Adam Nagourney and Jennifer Medina,U.S.,"Biden, Joseph R Jr, Harris, Kamala D, Presidential Election of 2024",president cleared way successor endorsed vice president kamala harris could still contest determine nominee
"Biden’s Withdrawal From Race, a Reporter’s Call to Action",2024-07-22T19:00:07+0000,https://www.nytimes.com/2024/07/22/insider/how-times-reporter-covered-biden-dropping-out.html,"Reid J. Epstein, a politics reporter at The New York Times, had just finished eating cupcakes at his son’s birthday party when he saw Biden’s bombshell announcement. He raced home, and got to work.",By Emmett Lindner,Times Insider,"Presidential Election of 2024, United States Politics and Government, Democratic National Convention, Biden, Joseph R Jr, Harris, Kamala D",reid epstein politics reporter new york times finished eating cupcakes son birthday party saw biden bombshell announcement raced home got work
"With Biden Out, What Happens Next? Here’s What We Know.",2024-07-21T20:13:22+0000,https://www.nytimes.com/article/biden-drop-out-nomination-delegates-harris.html,"Democrats are gaming out scenarios, some of them more likely than others. One thing is clear: Kamala Harris has the inside lane.",By Reid J. Epstein,U.S.,"Biden, Joseph R Jr, Democratic Party, Presidential Election of 2024, Harris, Kamala D, United States Politics and Government, Democratic National Convention, Appointments and Executive Changes, Democratic National Committee, Walz, Tim",democrats gaming scenarios likely others one thing clear kamala harris inside lane
How Undecided Voters Are Responding to Biden Dropping Out,2024-07-21T23:07:04+0000,https://www.nytimes.com/2024/07/21/us/undecided-voters-biden-trump-harris.html,Many who had been dissatisfied with their choices now face a whole new race — and a new set of questions.,"By Richard Fausset, Dan Simmons and Christina Morales",U.S.,"United States Politics and Government, Presidential Election of 2024, Elections, Democratic Party, Republican Party, Heritage Foundation, Biden, Joseph R Jr, Clinton, Hillary Rodham, Harris, Kamala D, Trump, Donald J, California, Milwaukee (Wis), Texas, Utah, Wisconsin",many dissatisfied choices face whole new race new set questions
Biden Shepherded Europe on Ukraine and NATO. What Happens Now?,2024-07-22T11:23:59+0000,https://www.nytimes.com/2024/07/22/world/europe/biden-ukraine-nato.html,President Biden’s stance on Ukraine was shaped by a deep commitment to America’s trans-Atlantic alliance. Some Europeans fear he may be among the last of his kind.,By Matina Stevis-Gridneff,World,"United States International Relations, United States Politics and Government, Presidential Election of 2024, International Relations, Russian Invasion of Ukraine (2022), Defense and Military Forces, Democratic Party, North Atlantic Treaty Organization, Europe, United States, Ukraine, Russia, Biden, Joseph R Jr, Harris, Kamala D, Trump, Donald J",president biden stance ukraine shaped deep commitment america alliance europeans fear may among last kind
"With Surprise Reversal, Biden Rewrites His Legacy and Makes a Play for History",2024-07-22T16:05:17+0000,https://www.nytimes.com/2024/07/22/us/politics/biden-election-legacy-harris-trump.html,"Long concerned about his “epitaph,” the president reluctantly surrendered his bid for a second term, but Democrats argue that his willingness to give up power may yet enhance his role in posterity.",By Peter Baker,U.S.,"Presidential Election of 2024, United States Politics and Government, Presidents and Presidency (US), Democratic Party, Biden, Joseph R Jr, Harris, Kamala D, Trump, Donald J",long concerned epitaph president reluctantly surrendered bid second term democrats argue willingness give power may yet enhance role posterity
"Netanyahu, Who Clashed With Biden, Prepares for a Delicate Farewell",2024-07-22T09:39:27+0000,https://www.nytimes.com/2024/07/22/world/middleeast/netanyahu-biden-israel-gaza-congress.html,The Israeli prime minister could expect a freer hand if Donald J. Trump returns to the presidency. But he must rely on President Biden for another six months.,By Patrick Kingsley,World,"United States International Relations, Israel-Gaza War (2023- ), Presidential Election of 2024, Hamas, Biden, Joseph R Jr, Harris, Kamala D, Netanyahu, Benjamin, Trump, Donald J, Gaza Strip, Israel",israeli prime minister could expect freer hand donald trump returns presidency must rely president biden another six months
"Netanyahu Seeks Support in U.S. Visit, but Will Find a Nation Distracted",2024-07-23T09:00:42+0000,https://www.nytimes.com/2024/07/23/world/middleeast/netanyahu-biden-congress.html,"Prime Minister Benjamin Netanyahu of Israel is to meet President Biden and address Congress this week, swapping one political maelstrom at home for another in Washington.",By Isabel Kershner,World,"Israel, Netanyahu, Benjamin, Politics and Government, United States International Relations, United States Politics and Government, Democratic Party, House of Representatives, Harris, Kamala D, Biden, Joseph R Jr, Presidential Election of 2024, Israel-Gaza War (2023- ), Palestinians, Hamas, Gaza Strip, Trump, Donald J",prime minister benjamin netanyahu israel meet president biden address congress week swapping one political maelstrom home another washington
Al Sharpton: How Democrats Can Get the Campaign Back on Track,2024-07-22T09:04:43+0000,https://www.nytimes.com/2024/07/22/opinion/al-sharpton-kamala-harris.html,History will remember what this former lion of the Senate accomplished from the West Wing to improve Black communities across the nation.,By Al Sharpton,Opinion,"United States Politics and Government, Presidential Election of 2024, Black People, Blacks, National Action Network, Biden, Joseph R Jr, Harris, Kamala D, United States, Democratic Party",history remember former lion senate accomplished west wing improve black communities across nation
Kamala Harris Says Biden Is a ‘Fighter’ at North Carolina Rally,2024-07-11T21:44:34+0000,https://www.nytimes.com/2024/07/11/us/politics/kamala-harris-biden-rally-north-carolina.html,"At a time when the president’s vigor is an issue, his vice president said he was battle-tough and warned about another Trump term.",By Zolan Kanno-Youngs and Tim Balk,U.S.,"Harris, Kamala D, Biden, Joseph R Jr, Presidential Election of 2024, Trump, Donald J, Cooper, Roy A, Greensboro (NC), Democratic Party, Elections",time president vigor issue vice president said warned another trump term
"World Leaders, With Outlook Uncertain, Praise Biden but Speak Carefully",2024-07-21T22:19:07+0000,https://www.nytimes.com/2024/07/21/world/europe/biden-election-world-leaders-reaction.html,Foreign leaders did not wade into the turmoil of U.S. politics. Many opted instead for statements of empathy that lauded the president’s record.,By Sarah Maslin Nir,World,"Presidential Election of 2024, United States International Relations, Biden, Joseph R Jr, Fiala, Petr, Gahr Store, Jonas, Harris, Kamala D, Russian Invasion of Ukraine (2022), Democratic Party, Democratic National Convention",foreign leaders wade turmoil politics many opted instead statements empathy lauded president record
"In Silicon Valley, Where Trump Made Inroads, Democrats Are Now Invigorated",2024-07-22T14:34:58+0000,https://www.nytimes.com/2024/07/22/technology/silicon-valley-trump-biden-democrats.html,"Elon Musk, Marc Andreessen and others have endorsed Donald J. Trump. But President Biden’s withdrawal has re-energized Democrats across the tech industry and may blunt that momentum.",By Erin Griffith,Technology,"United States Politics and Government, Computers and the Internet, Presidential Election of 2024, Endorsements, Campaign Finance, Venture Capital, Harris, Kamala D, Biden, Joseph R Jr, Democratic Party, Trump, Donald J, Andreessen Horowitz, Box Inc, Sequoia Capital, Andreessen, Marc L, Hoffman, Reid Garrett, Horowitz, Ben, Levie, Aaron W, Khosla, Vinod",elon musk marc andreessen others endorsed donald trump president biden withdrawal democrats across tech industry may blunt momentum
"For Biden, a Decision to Step Aside Would Raise Another Question",2024-07-21T09:02:28+0000,https://www.nytimes.com/2024/07/21/us/politics/biden-harris-nomination.html,"As President Biden grapples with the possibility of dropping his bid for re-election, a secondary question looms: Should he endorse his own vice president as the nominee?",By Peter Baker,U.S.,"United States Politics and Government, Presidential Election of 2024, Vice Presidents and Vice Presidency (US), Presidents and Presidency (US), Democratic National Convention, Biden, Joseph R Jr, Harris, Kamala D, Democratic Party",president biden grapples possibility dropping bid secondary question looms endorse vice president nominee
"How These 10 Democrats Would Fare Against Trump, Rated by Our Columnists and Writers",2024-07-22T09:03:43+0000,https://www.nytimes.com/interactive/2024/07/22/opinion/best-worst-candidates-to-replace-biden.html,"Many party leaders are coalescing behind Kamala Harris, but some veteran Democrats — and many voters — are still grappling with who would fare best against Trump.",By New York Times Opinion,Opinion,"Presidential Election of 2024, United States Politics and Government, Vice Presidents and Vice Presidency (US), Democratic Party, Beshear, Andrew G (1977- ), Biden, Joseph R Jr, Harris, Kamala D, Healy, Patrick, Moore, Wes (1978- ), Murphy, Christopher Scott, Newsom, Gavin, Pritzker, J B, Shapiro, Josh (1973- ), Warnock, Raphael G, Whitmer, Gretchen",many party leaders coalescing behind kamala harris veteran democrats many voters still grappling would fare best trump
How News Outlets on the Left and Right Are Covering Kamala Harris,2024-07-12T17:28:05+0000,https://www.nytimes.com/2024/07/12/business/media/news-outlets-kamala-harris.html,Some liberal news organizations have started playing up Ms. Harris’s perceived strengths. Conservative ones have stepped up their criticisms of her.,By Santul Nerkar,Business Day,"Harris, Kamala D, Biden, Joseph R Jr, News and News Media, Vice Presidents and Vice Presidency (US), Presidential Election of 2024, United States Politics and Government, Conservatism (US Politics), Liberalism (US Politics), Democratic Party, New York Post, Newsmax Media, Mother Jones, Slate (Magazine)",liberal news organizations started playing harris perceived strengths conservative ones stepped criticisms
Trump’s Team Plans to Go After Kamala Harris at Republican Convention,2024-07-11T21:13:41+0000,https://www.nytimes.com/2024/07/11/us/politics/trump-kamala-harris-attacks.html,His advisers are eager to define the vice president and drive down her approval ratings in case President Biden drops out of the race and she becomes the nominee.,By Jonathan Swan and Maggie Haberman,U.S.,"United States Politics and Government, Presidential Election of 2024, Vice Presidents and Vice Presidency (US), Harris, Kamala D, Trump, Donald J",advisers eager define vice president drive approval ratings case president biden drops race becomes nominee
A New Candidate Must Now Defend Biden’s Legacy Abroad,2024-07-22T09:03:35+0000,https://www.nytimes.com/2024/07/22/us/politics/biden-legacy-harris-nato.html,"More than any election in decades, this one will be marked by starkly different approaches to an era of simultaneous confrontations, from China to Russia to the Middle East.",By David E. Sanger,U.S.,"United States International Relations, Presidential Election of 2024, Russian Invasion of Ukraine (2022), China, Russia, Ukraine, Biden, Joseph R Jr, Harris, Kamala D, Putin, Vladimir V, Trump, Donald J",election decades one marked starkly different approaches era simultaneous confrontations china russia middle east
Biden Made a Courageous Choice. Democrats Must Seize the Opportunity.,2024-07-21T18:33:33+0000,https://www.nytimes.com/2024/07/21/opinion/editorials/joe-biden-drops-out-courage.html,He did what Trump would never do: place the national interest above his own pride and ambition.,By The Editorial Board,Opinion,"Presidential Election of 2024, Biden, Joseph R Jr, Trump, Donald J, Harris, Kamala D",trump would never place national interest pride ambition
"JD Vance, D.E.I. Candidate",2024-07-21T10:00:13+0000,https://www.nytimes.com/2024/07/21/opinion/jd-vance-kamala-harris.html,He benefited from one of the most powerful forms of affirmative action that elite universities practice.,By Lydia Polgreen,Opinion,"Vance, J D, Harris, Kamala D, Presidential Election of 2024, Conservatism (US Politics), Diversity Initiatives, Affirmative Action, Poverty, Rural Areas, Admissions Standards, Colleges and Universities",benefited one powerful forms affirmative action elite universities practice
